,Review,Sentiment
804,Fabulous! GoodREAD MORE,Positive
805,Great product GoodREAD MORE,Positive
806,Bad quality Worst qualityREAD MORE,Negative
807,Highly recommended Superb ..nodoubtREAD MORE,Positive
808,"Just wow! In terms of flight, stability and durability only 350  is better and can be consider nearly similar to feather Shuttles (AS 2 or rsl no. 5) otherwise all other mavis shuttles (300, 2000, 600 etc.) are not so goodREAD MORE",Positive
809,Awesome Best shuttle in this price. Quality is so good and good to play.READ MORE,Positive
810,Worth every penny Gud quality superREAD MORE,Positive
811,"Classy product Yonex 350 is always best for practice, and it does the job nicelyREAD MORE",Positive
812,Mind-blowing purchase Good productREAD MORE,Positive
813,Delightful A best quality 😍READ MORE,Positive
814,Simply awesome Nice qualityREAD MORE,Positive
815,Hated it! Very bad quality.... Not even stable for one game ...READ MORE,Negative
816,Worthless Shuttle is Used . Very bedREAD MORE,Negative
817,Classy product GoodREAD MORE,Positive
818,Brilliant Best price.best shuttle.Please offer the same price again.so that i can buy 3 barrels once again.READ MORE,Positive
819,Really Nice GoodREAD MORE,Positive
820,Moderate The quality of this box was not goodREAD MORE,Negative
821,Terrible product Seller sent duplicate productREAD MORE,Negative
822,Really Nice Very good quality and genuine productREAD MORE,Positive
823,Perfect product! Nice best productREAD MORE,Positive
824,Great product Quality is goodREAD MORE,Positive
825,Decent product GoodREAD MORE,Neutral
826,Good quality product Nice productREAD MORE,Positive
827,"Really Nice Good product , reasonable priceREAD MORE",Positive
828,Does the job AverageREAD MORE,Neutral
829,Slightly disappointed Quality is not goodREAD MORE,Negative
830,Mind-blowing purchase Best one for beginners and intermediate players.READ MORE,Positive
831,Delightful Amazing!READ MORE,Positive
832,Very poor Worst quality.READ MORE,Negative
833,Great product Go for it!READ MORE,Positive
834,Good quality product GoodREAD MORE,Positive
835,Excellent Good.. Same as previews...READ MORE,Positive
836,Very Good It awesomeREAD MORE,Positive
837,Nice product Good quality...love itREAD MORE,Positive
838,Utterly Disappointed Bad qualityREAD MORE,Negative
839,Delightful Not bad it's goodREAD MORE,Positive
840,Absolute rubbish! SuperREAD MORE,Negative
841,Delightful All time favourite for badminton...READ MORE,Positive
842,Great product Good 😊READ MORE,Positive
843,Worthless Not goodREAD MORE,Negative
844,Good choice Nice productREAD MORE,Positive
845,Does the job Better shuttle for beginners and for humid areas...READ MORE,Neutral
846,Best in the market! NiceREAD MORE,Positive
847,Great product Best for regular player.durable shuttle best for daily uses.READ MORE,Positive
848,Pretty good Good one but price is highREAD MORE,Positive
849,Not good Not have the quality I expectedREAD MORE,Negative
850,Fabulous! GoodREAD MORE,Positive
851,Fair Ok goodREAD MORE,Neutral
852,Fabulous! Very nice. I like it. Tnq so much Flipkart.READ MORE,Positive
853,Fabulous! Its is very nice shuttle pro as well as badminton playing beginners soo i recommend this only to buy because other all are just no. But this shuttle is worthy Means value of money we can say .......READ MORE,Positive
854,Mind-blowing purchase Good qualityREAD MORE,Positive
855,Worth every penny GoodREAD MORE,Positive
856,Super! GoogREAD MORE,Positive
857,Great product Good for indoor courtsREAD MORE,Positive
858,"Fair Compared to the ones which are bought from shops, this seems relatively a bit slowREAD MORE",Neutral
859,"Delightful Good for hard play... Its not durable when playing in raining 😅, other then it is the best 🤩.READ MORE",Positive
860,Highly recommended Nice happyREAD MORE,Positive
861,Worthless Very bad experienceREAD MORE,Negative
862,Simply awesome Very goodREAD MORE,Positive
863,Really Nice Good shuttleREAD MORE,Positive
864,Classy product GoodREAD MORE,Positive
865,Brilliant Very Nice shuttleREAD MORE,Positive
866,"Awesome Good quality shuttles, worth it.READ MORE",Positive
867,Just okay Good.. Oky..READ MORE,Neutral
868,Super! GoodREAD MORE,Positive
869,"Must buy! Great buy for me, original shuttle delivered. However the box was a bit deformed when received. I didn't return because took Rick to open packaging and found original Yonex M350 shuttles.READ MORE",Positive
870,Simply awesome Excellent shuttle go for it guyzREAD MORE,Positive
871,Best in the market! Product is good but delivery was too lateREAD MORE,Positive
872,Unsatisfactory Product quality was very bad..broken 1 shuttle  within 1 match ..READ MORE,Negative
873,Nice product Superb packing... Keep it upREAD MORE,Positive
874,Perfect product! Very good productREAD MORE,Positive
875,Wonderful GoodREAD MORE,Positive
876,Did not meet expectations Very worst productREAD MORE,Negative
877,"Pretty good Best product available in market today, but its costlyREAD MORE",Positive
878,Waste of money! Very bad experienceREAD MORE,Negative
879,Awesome Super oneREAD MORE,Positive
880,"Expected a better product After 3 day use, shuttle is being uselessI dought on qualityREAD MORE",Negative
881,Great product Good experience with original shuttles.. delivery within 2 daysREAD MORE,Positive
882,Terrific Best product must buyREAD MORE,Positive
883,Terrific purchase NiceREAD MORE,Positive
884,Very Good GoodREAD MORE,Positive
885,Terrific Original shuttles delivered. Value for money. Go for itREAD MORE,Positive
886,Fabulous! Nice superREAD MORE,Positive
887,Best in the market! Good product thanks flipkartREAD MORE,Positive
888,Did not meet expectations Bad and not a real productREAD MORE,Negative
889,Highly recommended Good quality productREAD MORE,Positive
890,Must buy! Very nice productREAD MORE,Positive
891,Horrible Very bad quality.READ MORE,Negative
892,Worth every penny SuperREAD MORE,Positive
893,Excellent SuperREAD MORE,Positive
894,Just okay Not badREAD MORE,Neutral
895,Fair Not badREAD MORE,Neutral
896,Great product Thank youREAD MORE,Positive
897,Great product niceREAD MORE,Positive
898,Best in the market! Durability isn't that good for 350READ MORE,Positive
899,Just wow! Unbelievable best shuttle....READ MORE,Positive
900,Delightful Good qualityREAD MORE,Positive
901,Hated it! Not original products too worstREAD MORE,Negative
902,Nice product GoodREAD MORE,Positive
903,Did not meet expectations DisappointedREAD MORE,Negative
904,Perfect product! niceREAD MORE,Positive
905,Simply awesome GoodREAD MORE,Positive
906,Simply awesome Go for this shuttle only if you are professionalREAD MORE,Positive
907,Must buy! Mast qualityREAD MORE,Positive
908,Fabulous! Original product.It was awesome.READ MORE,Positive
909,Great product NiceREAD MORE,Positive
910,Pretty good Fabulous products.READ MORE,Positive
911,Does the job GoodREAD MORE,Neutral
912,Terrific purchase Good productREAD MORE,Positive
913,Very Good Nice product thanx flipkartREAD MORE,Positive
914,Fair Product is not up to the markREAD MORE,Neutral
915,Wonderful Nice picREAD MORE,Positive
916,Classy product GoodREAD MORE,Positive
917,Great product OriginalREAD MORE,Positive
918,Worth the money OkREAD MORE,Positive
919,Highly recommended Good QualityREAD MORE,Positive
920,Really Nice GoodREAD MORE,Positive
921,Good quality product NiceREAD MORE,Positive
922,Expected a better product Waste productREAD MORE,Negative
923,Best in the market! TqREAD MORE,Positive
924,Did not meet expectations Very very worst quality i ever receivedREAD MORE,Negative
925,Must buy! GoodREAD MORE,Positive
926,Must buy! Good productREAD MORE,Positive
927,Unsatisfactory Quality is very poorREAD MORE,Negative
928,"Useless product Worst product, worst appREAD MORE",Negative
929,Just wow! Good productREAD MORE,Positive
930,Value-for-money GoodREAD MORE,Positive
931,Classy product Value for moneyREAD MORE,Positive
932,Fabulous! SuperREAD MORE,Positive
933,Super! SatisfiedREAD MORE,Positive
934,Just wow! Amazing 😊READ MORE,Positive
935,Value-for-money Good productREAD MORE,Positive
936,Delightful GoodREAD MORE,Positive
937,Worth every penny FineREAD MORE,Positive
938,Perfect product! Very nice shuttle love it 👌READ MORE,Positive
939,Delightful Very nice productREAD MORE,Positive
940,Hated it! Poor quality and westage of money shuttle broken in two  three gamesREAD MORE,Negative
941,Terrific Very niceREAD MORE,Positive
942,Hated it! Waste products not good quickly damageREAD MORE,Negative
943,Just okay NiceREAD MORE,Negative
944,Great product GoodREAD MORE,Positive
945,Worth the money It's good productREAD MORE,Positive
946,Terrific SuperREAD MORE,Positive
947,Horrible Bad produtVery badREAD MORE,Negative
948,Classy product GoodREAD MORE,Positive
949,Good choice Durability is goodREAD MORE,Positive
950,Worth every penny Very beautiful and attractiveREAD MORE,Positive
951,Super! okREAD MORE,Positive
952,Best in the market! NiceREAD MORE,Positive
953,Classy product Good itemREAD MORE,Positive
954,Great product Good product 👌🏼READ MORE,Positive
955,Good choice NiceREAD MORE,Positive
956,"Worst experience ever! Fake Product, not lasting even a day.READ MORE",Negative
957,Mind-blowing purchase Very nice shuttleREAD MORE,Positive
958,Worth every penny This product is very good qualityREAD MORE,Positive
959,Terrific purchase Very good shuttle. Everyone is playing with this shuttle.READ MORE,Positive
960,Great product Good product SupperREAD MORE,Positive
961,Terrific Super productREAD MORE,Positive
962,Excellent Excellent qualityREAD MORE,Positive
963,Fabulous! bestREAD MORE,Positive
964,Expected a better product Very bad haaREAD MORE,Negative
965,Great product Excellent product and deliveryREAD MORE,Positive
966,Delightful Very goodREAD MORE,Positive
967,Classy product Long lasting then any otherREAD MORE,Positive
968,Not good Poor quality 2 shuttle dameged very soon. I think that was old stock.READ MORE,Negative
969,Just wow! NiceREAD MORE,Positive
970,Good quality product Good oneREAD MORE,Positive
971,Best in the market! goodREAD MORE,Positive
