,Review Title,Up Votes,Down Votes,Month,Review text,Ratings,Year,Sentiment
241,Fair,1.0,1.0,Jul,If you are a professional player and played in Mavis 350 green colour then don't go for this product as this is lighter and slower than the green one. If you are a new buyer then you can go ahead and buy it as it doesn't matter. The speed is slower than the green Mavis 350READ MORE,3,2020,Neutral
242,Very Good,2.0,1.0,Oct,Optimum weight and speed.. Easy to control the shots and easy court cover.  Good for learners and even beginners.. Base is not that of thermocol type material like its there in other yonex shurttles.. its a cork base so doesn't  get ruptured easily..  Worth buying👍READ MORE,4,2017,Positive
243,Absolute rubbish!,1.0,3.0,Jan,It's not suitable for outdoorREAD MORE,1,2022,Negative
244,Not good,22.0,7.0,Nov,It seems it is not original. Lighter and not lasting for more than an hour of play.READ MORE,2,2017,Negative
245,Moderate,17.0,3.0,Feb,Horrible shuttle I ever playREAD MORE,2,2017,Negative
246,Worth every penny,1.0,1.0,Feb,"Finally got orginal yonex mavis 350.Genuine piece.There are so many fakes avilable in market.so serious players buy from here, you wont regret.READ MORE",5,2022,Positive
247,Does the job,1.0,1.0,Mar,One shuttle lasts hardly 5 days which is very less. So I would suggest to the makers to keep in mind this thing before manufacturing. Price is also very high. Make it either durable or cheap for user friendly.READ MORE,3,2020,Neutral
248,Classy product,0.0,1.0,Feb,"Item received in excellent condition, that too within one day. Thanks to the team. However one suggestion, please don't send the item in such a big cardboard box. Its actually a wastage of resources.READ MORE",5,2020,Positive
249,Best in the market!,1.0,1.0,Jun,Used both the boxes... People who say they are fake have either never played with mavis 350 or may have received a damaged box that might have disturbed the flight of the shuttle.... For me who plays with mavis 350 day in and day out... It is absolutely original and being speed 75...it plays well in Delhi heat above 35 degrees.... Will order moreREAD MORE,5,2019,Positive
250,Terrific purchase,1.0,0.0,Mar,"Product is good as like as bought in the open market. Price also is equal to open market. It would be good in on line, if price is less.READ MORE",5,2019,Positive
251,Simply awesome,1.0,1.0,Jan,nice itemsREAD MORE,5,2019,Positive
252,Fabulous!,1.0,0.0,Jan,Thank you flipkart for providing such a great product with good quality and great deal.READ MORE,5,2019,Positive
253,Mind-blowing purchase,1.0,0.0,Dec,shutte is durable(lasts long) with good flight time ...much better than what I purchased at local store. also with offer it is cheaperREAD MORE,5,2018,Positive
254,Great product,0.0,0.0,Dec,I love it.....It is really very guudAs well as it has a fantastic delivery It's so early alsoREAD MORE,5,2018,Positive
255,Mind-blowing purchase,1.0,0.0,Oct,it's really good shuttle.  if you  want to improve your game it's best and also durable . it's flight is good and weight balance is superb.  it's best for amateur  levelREAD MORE,5,2018,Positive
256,Decent product,1.0,1.0,Sep,Not convinced with the quality of product.READ MORE,3,2018,Neutral
257,Utterly Disappointed,124.0,106.0,Jun,"There is no option to put images in the review section , the shuttles delivered were all used ones and not even Mavis 350 , The seller must be totally  unprofessional  , a basic check of a seal should be taken care by Flipkart atleastREAD MORE",1,2017,Negative
258,Nice,3.0,0.0,May,okREAD MORE,3,2017,Neutral
259,good,24.0,20.0,Aug,Value for MoneyREAD MORE,4,2016,Positive
260,Classy product,0.0,2.0,Feb,Excellent product but cost is higherREAD MORE,5,2022,Positive
261,Moderate,0.0,2.0,Nov,one Shuttle just broken in 4 days by a smashREAD MORE,2,2019,Negative
262,Absolute rubbish!,1.0,0.0,Mar,"Shuttle is very poor,Guys dont purchase,flipkhart check with supplier,other very big impact other sales alsoREAD MORE",1,2022,Negative
263,Excellent,2.0,0.0,Jun,"nice shuttle , The Flight is correct, and good durability.READ MORE",5,2018,Positive
264,Good choice,3.0,1.0,Jan,Ball best but local rate are highREAD MORE,4,2018,Positive
266,Value-for-money,4.0,2.0,Jan,"Good, slow type cork, we r using it for daily game, one cork lasts for 3 daysREAD MORE",4,2018,Positive
267,Worth every penny,7.0,7.0,Dec,Best shuttlecock ever.... we play everyday for abt 4 hours continusly.... and we still use 1 shuttlecock for about 8 to 10 days... it's very durable.. and has got really good flight... Yonex rocks.... 👍READ MORE,5,2017,Positive
268,Absolute rubbish!,3.0,3.0,Nov,Very worst rateREAD MORE,1,2017,Negative
269,very good,4.0,3.0,Oct,shuttle has long life and light.READ MORE,5,2016,Positive
270,Worst experience ever!,1.0,1.0,Jan,Worst product.Dont go for it.It will not stand for an hour playREAD MORE,1,2018,Negative
272,Just wow!,2.0,1.0,Dec,Better for beginnersREAD MORE,5,2016,Positive
273,Did not meet expectations,0.0,0.0,Mar,"shuttle not Good ,even  1 match it will come,think twice before purchaseREAD MORE",1,2022,Negative
274,Moderate,0.0,0.0,Mar,Its okkREAD MORE,2,2020,Negative
275,quality not same,1.0,0.0,Apr,1st time order quantity is good but next time quality is very poor . Shuttle not looking same also .READ MORE,2,2018,Negative
276,Super!,1.0,0.0,Feb,Nice product for practiceREAD MORE,5,2018,Positive
277,Fabulous!,1.0,0.0,Jan,ExcellentREAD MORE,5,2018,Positive
278,Classy product,1.0,0.0,May,Good oneREAD MORE,5,2017,Positive
279,Excellent,1.0,0.0,May,NiceREAD MORE,5,2017,Positive
280,Good quality product,1.0,0.0,May,GoodREAD MORE,4,2017,Positive
281,Must buy!,1.0,0.0,May,It is good .READ MORE,5,2017,Positive
282,Classy product,1.0,0.0,Mar,Original product with great discountREAD MORE,5,2017,Positive
283,Above-average product,1.0,0.0,Mar,Good productREAD MORE,3,2017,Neutral
284,Must buy!,1.0,0.0,Jan,"Absolutely good quality shuttles,and great packing by the team.READ MORE",5,2017,Positive
286,Worth every penny,2.0,2.0,Aug,"Dear Retailnet, this is the second order, second order  was ifferent to first one. this one the packing look different and the quality was nice.thanks happy with the second orderREAD MORE",5,2017,Positive
288,Could be way better,1.0,1.0,Sep,Poor product...READ MORE,2,2017,Negative
289,Slightly disappointed,1.0,1.0,Jun,Poor qualityREAD MORE,2,2017,Negative
290,Fabulous!,1.0,1.0,Mar,Value for moneyREAD MORE,5,2017,Positive
291,Fair,1.0,1.0,Sep,Not badREAD MORE,3,2016,Neutral
729,Classy product,0.0,0.0,Nov,It's really awesomeREAD MORE,5,2022,Positive
730,Delightful,0.0,0.0,Nov,SuperREAD MORE,4,2022,Positive
731,Awesome,0.0,0.0,Nov,GoodREAD MORE,5,2022,Positive
732,Excellent,0.0,0.0,Oct,Good productREAD MORE,5,2022,Positive
733,Awesome,0.0,0.0,Oct,The shuttle is working perfectlyREAD MORE,5,2022,Positive
734,Terrific purchase,0.0,0.0,Oct,NiceREAD MORE,5,2022,Positive
735,Great product,0.0,0.0,Oct,GudREAD MORE,5,2022,Positive
736,Wonderful,0.0,0.0,Oct,Super goodREAD MORE,5,2022,Positive
737,Value-for-money,0.0,0.0,Oct,Better to intermediate nd biggnerREAD MORE,4,2022,Positive
738,Delightful,0.0,0.0,Oct,goodREAD MORE,4,2022,Positive
739,Best in the market!,0.0,0.0,Oct,"Good product,READ MORE",5,2022,Positive
740,Terrific purchase,0.0,0.0,Oct,FineREAD MORE,5,2022,Positive
741,Wonderful,0.0,0.0,Oct,Super exalent iam very happy thank youREAD MORE,5,2022,Positive
742,Fair,0.0,0.0,Oct,Not as we expected in qualityREAD MORE,3,2022,Neutral
743,Worthless,0.0,0.0,Oct,Very bad qualityREAD MORE,5,2022,Positive
744,Terrific purchase,0.0,0.0,Oct,NiceREAD MORE,5,2022,Positive
745,Horrible,0.0,0.0,Oct,"Waste product.High speed shuttles, not useful to intermediate or advanced players.Looting money with sub-standard Products😡READ MORE",1,2022,Negative
746,Wonderful,0.0,0.0,Oct,GoodREAD MORE,5,2022,Positive
747,Must buy!,0.0,0.0,Oct,Fabulous shuttlecock is good for all medium playersREAD MORE,5,2022,Positive
748,Not good,0.0,0.0,Oct,WorstREAD MORE,2,2022,Negative
749,Really Nice,0.0,0.0,Oct,GoodREAD MORE,4,2022,Positive
750,Terrible product,0.0,0.0,Oct,"When I order Yonex MAVIS 350 Slow Speed ball but he send some low quality ball, not puy tha product really worst quality don't buy this product pleaseREAD MORE",1,2022,Negative
751,Worth the money,0.0,0.0,Oct,It wa goodREAD MORE,4,2022,Positive
752,Delightful,0.0,0.0,Oct,SuperREAD MORE,4,2022,Positive
753,Perfect product!,0.0,0.0,Oct,GoodREAD MORE,5,2022,Positive
754,Best in the market!,0.0,0.0,Oct,Awsome product and one shuttle wears out in 8 gamesREAD MORE,5,2022,Positive
755,Mind-blowing purchase,0.0,0.0,Oct,Very good quality productREAD MORE,5,2022,Positive
756,Must buy!,0.0,0.0,Oct,Good quality.READ MORE,5,2022,Positive
757,Wonderful,0.0,0.0,Oct,Nice shuttlecocksREAD MORE,5,2022,Positive
758,Worth the money,0.0,0.0,Oct,GoodREAD MORE,4,2022,Positive
759,Does the job,0.0,0.0,Oct,old productREAD MORE,3,2022,Neutral
760,Brilliant,0.0,0.0,Oct,GoodREAD MORE,5,2022,Positive
761,Good quality product,0.0,0.0,Oct,Good ProductREAD MORE,4,2022,Positive
762,Not recommended at all,0.0,0.0,Oct,Very bad 😤😤😤😤😤😤😤READ MORE,1,2022,Negative
763,Terrific purchase,0.0,0.0,Oct,Orginal quality productREAD MORE,5,2022,Positive
764,Good quality product,0.0,0.0,Oct,Good but high price...READ MORE,4,2022,Positive
765,Excellent,0.0,0.0,Oct,Best shuttlecocks in indoor and outdoor badmintonREAD MORE,5,2022,Positive
766,Super!,0.0,0.0,Oct,GoodREAD MORE,5,2022,Positive
767,Absolute rubbish!,0.0,0.0,Oct,Worst qualityREAD MORE,1,2022,Negative
768,Excellent,0.0,0.0,Oct,Excellent productREAD MORE,5,2022,Positive
769,Just wow!,0.0,0.0,Oct,ExlentREAD MORE,5,2022,Positive
770,Terrific,0.0,0.0,Oct,GoodREAD MORE,5,2022,Positive
771,Very Good,0.0,0.0,Oct,SuperREAD MORE,4,2022,Positive
772,Fabulous!,0.0,0.0,Oct,PerfectREAD MORE,5,2022,Positive
773,Worth the money,0.0,0.0,Oct,Good but very costlyREAD MORE,4,2022,Positive
774,Great product,0.0,0.0,Oct,Good product👍READ MORE,5,2022,Positive
775,Wonderful,0.0,0.0,Oct,GoodREAD MORE,5,2022,Positive
776,Awesome,0.0,0.0,Oct,Very goodREAD MORE,5,2022,Positive
777,Highly recommended,0.0,0.0,Oct,"Very good quality, happy with the purchaseREAD MORE",5,2022,Positive
778,Brilliant,0.0,0.0,Oct,It's original and it's the best.Go for it without hesitation.READ MORE,5,2022,Positive
779,Wonderful,0.0,0.0,Oct,Good product. great experienceREAD MORE,5,2022,Positive
780,Worth every penny,0.0,0.0,Oct,Shuttle is very good 🙂READ MORE,5,2022,Positive
781,Terrific purchase,0.0,0.0,Oct,Tq flippy it's original barrelREAD MORE,5,2022,Positive
782,Really Nice,0.0,0.0,Oct,Real Yonex..satisfiedREAD MORE,4,2022,Positive
783,Perfect product!,0.0,0.0,Oct,SuperREAD MORE,5,2022,Positive
784,Awesome,0.0,0.0,Oct,Best shuttle of Mavis company. And thanks to flipcart service .READ MORE,5,2022,Positive
785,Just wow!,0.0,0.0,Oct,SuperREAD MORE,5,2022,Positive
786,Mind-blowing purchase,0.0,0.0,Oct,To goodREAD MORE,5,2022,Positive
787,Super!,0.0,0.0,Oct,BestREAD MORE,5,2022,Positive
788,Simply awesome,0.0,0.0,Oct,awesomeREAD MORE,5,2022,Positive
789,Nice product,0.0,0.0,Oct,Awesome quality.READ MORE,4,2022,Positive
790,Very Good,0.0,0.0,Oct,GoodREAD MORE,4,2022,Positive
791,Mind-blowing purchase,0.0,0.0,Oct,GoodREAD MORE,5,2022,Positive
792,Terrific purchase,0.0,0.0,Oct,Nice 👍READ MORE,5,2022,Positive
793,Terrific purchase,0.0,0.0,Sep,Awesome product indeed. The closest to feather shuttleREAD MORE,5,2022,Positive
794,Awesome,0.0,0.0,Sep,PerfectREAD MORE,5,2022,Positive
795,Terrific purchase,0.0,0.0,Sep,"Nice product with best quality, if you are beginner  just go for it.Really worth for the money you spent.READ MORE",5,2022,Positive
796,Worth every penny,0.0,0.0,Sep,Perfectly geniune product....Thank you seller....READ MORE,5,2022,Positive
797,Mind-blowing purchase,0.0,0.0,Sep,Very good productREAD MORE,1,2022,Negative
798,Terrific purchase,0.0,0.0,Sep,Best in classREAD MORE,5,2022,Positive
799,Highly recommended,0.0,0.0,Sep,SuperREAD MORE,5,2022,Positive
800,Simply awesome,0.0,0.0,Sep,GreatREAD MORE,5,2022,Positive
801,Simply awesome,0.0,0.0,Sep,GoodREAD MORE,5,2022,Positive
802,Highly recommended,0.0,0.0,Sep,NiceREAD MORE,5,2022,Positive
803,Brilliant,0.0,0.0,Sep,GoodREAD MORE,5,2022,Positive
804,Fabulous!,0.0,0.0,Sep,GoodREAD MORE,5,2022,Positive
805,Great product,0.0,0.0,Sep,GoodREAD MORE,5,2022,Positive
806,Bad quality,0.0,0.0,Sep,Worst qualityREAD MORE,2,2022,Negative
807,Highly recommended,0.0,0.0,Sep,Superb ..nodoubtREAD MORE,5,2022,Positive
808,Just wow!,0.0,0.0,Sep,"In terms of flight, stability and durability only 350  is better and can be consider nearly similar to feather Shuttles (AS 2 or rsl no. 5) otherwise all other mavis shuttles (300, 2000, 600 etc.) are not so goodREAD MORE",5,2022,Positive
809,Awesome,0.0,0.0,Sep,Best shuttle in this price. Quality is so good and good to play.READ MORE,5,2022,Positive
810,Worth every penny,0.0,0.0,Sep,Gud quality superREAD MORE,5,2022,Positive
811,Classy product,0.0,0.0,Aug,"Yonex 350 is always best for practice, and it does the job nicelyREAD MORE",5,2022,Positive
812,Mind-blowing purchase,0.0,0.0,Aug,Good productREAD MORE,5,2022,Positive
813,Delightful,0.0,0.0,Aug,A best quality 😍READ MORE,4,2022,Positive
814,Simply awesome,0.0,0.0,Aug,Nice qualityREAD MORE,5,2022,Positive
815,Hated it!,0.0,0.0,Aug,Very bad quality.... Not even stable for one game ...READ MORE,1,2022,Negative
816,Worthless,0.0,0.0,Aug,Shuttle is Used . Very bedREAD MORE,1,2022,Negative
817,Classy product,0.0,0.0,Aug,GoodREAD MORE,5,2022,Positive
818,Brilliant,0.0,0.0,Aug,Best price.best shuttle.Please offer the same price again.so that i can buy 3 barrels once again.READ MORE,5,2022,Positive
819,Really Nice,0.0,0.0,Aug,GoodREAD MORE,4,2022,Positive
820,Moderate,0.0,0.0,Aug,The quality of this box was not goodREAD MORE,2,2022,Negative
821,Terrible product,0.0,0.0,Aug,Seller sent duplicate productREAD MORE,1,2022,Negative
822,Really Nice,0.0,0.0,Aug,Very good quality and genuine productREAD MORE,4,2022,Positive
823,Perfect product!,0.0,0.0,Aug,Nice best productREAD MORE,5,2022,Positive
824,Great product,0.0,0.0,Aug,Quality is goodREAD MORE,5,2022,Positive
825,Decent product,0.0,0.0,Aug,GoodREAD MORE,3,2022,Neutral
826,Good quality product,0.0,0.0,Aug,Nice productREAD MORE,4,2022,Positive
827,Really Nice,0.0,0.0,Aug,"Good product , reasonable priceREAD MORE",4,2022,Positive
828,Does the job,0.0,0.0,Aug,AverageREAD MORE,3,2022,Neutral
829,Slightly disappointed,0.0,0.0,Aug,Quality is not goodREAD MORE,2,2022,Negative
830,Mind-blowing purchase,0.0,0.0,Aug,Best one for beginners and intermediate players.READ MORE,5,2022,Positive
831,Delightful,0.0,0.0,Aug,Amazing!READ MORE,4,2022,Positive
832,Very poor,0.0,0.0,Aug,Worst quality.READ MORE,1,2022,Negative
833,Great product,0.0,0.0,Aug,Go for it!READ MORE,5,2022,Positive
834,Good quality product,0.0,0.0,Aug,GoodREAD MORE,4,2022,Positive
835,Excellent,0.0,0.0,Aug,Good.. Same as previews...READ MORE,5,2022,Positive
836,Very Good,0.0,0.0,Aug,It awesomeREAD MORE,4,2022,Positive
837,Nice product,0.0,0.0,Aug,Good quality...love itREAD MORE,4,2022,Positive
838,Utterly Disappointed,0.0,0.0,Aug,Bad qualityREAD MORE,1,2022,Negative
839,Delightful,0.0,0.0,Aug,Not bad it's goodREAD MORE,4,2022,Positive
840,Absolute rubbish!,0.0,0.0,Aug,SuperREAD MORE,1,2022,Negative
841,Delightful,0.0,0.0,Aug,All time favourite for badminton...READ MORE,4,2022,Positive
842,Great product,0.0,0.0,Aug,Good 😊READ MORE,5,2022,Positive
843,Worthless,0.0,0.0,Aug,Not goodREAD MORE,1,2022,Negative
844,Good choice,0.0,0.0,Aug,Nice productREAD MORE,4,2022,Positive
845,Does the job,0.0,0.0,Aug,Better shuttle for beginners and for humid areas...READ MORE,3,2022,Neutral
